model,video_path,second,score_raw,score_smoothed,face_detected,num_faces,bbox_area,face_crop_size
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,0,0.9993185997009277,0.9993185997009277,1,2,31329,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,1,0.9986711740493774,0.9989948868751526,1,1,34225,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,2,0.9933019876480103,0.9970972537994385,1,2,35344,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,3,0.9988943934440613,0.9975465387105942,1,2,36100,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,4,0.9994869232177734,0.99793461561203,1,2,34596,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,5,0.9994496703147888,0.9981871247291565,1,2,37636,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,6,0.999988317489624,0.9984444379806519,0,1,5041,720x720
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,7,0.9997863173484802,0.9986121729016304,0,1,4489,720x720
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,8,0.998977780342102,0.9986527959505717,1,1,31684,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,9,0.9989838004112244,0.998685896396637,1,1,34225,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,10,0.9997261166572571,0.9987804618748751,1,1,34225,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,11,0.9077481627464294,0.9911944369475046,1,1,33124,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,12,0.08943479508161545,0.9218283106501286,1,1,69696,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,13,0.9961279034614563,0.9271354244223663,1,1,76729,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,14,0.8833906650543213,0.9242191071311633,1,1,71824,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,15,0.4110810458660126,0.8850032702088356,1,1,70756,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,16,0.238869771361351,0.8343498433629671,1,1,77284,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,17,0.9992805123329163,0.8347484116752942,1,1,84100,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,18,0.9691981673240662,0.8327686632672946,1,2,71289,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,19,0.04128574579954147,0.7688885847727458,1,1,66049,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,20,0.9711118340492249,0.7669993956883748,1,1,70756,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,21,0.5027241706848145,0.7338484525680542,1,1,72361,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,22,0.6441436409950256,0.7101389408111572,1,1,70225,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,23,0.9113506078720093,0.704297129313151,1,2,71289,503x503
xception_df40,C:\deepfake_eval\leakfree_eval\sessions\validation\validation_real_only_01.mp4,24,0.9995330572128296,0.7043337464332581,1,1,72900,503x503
